DATAFLOW,MEASURE: Measure,PROPERTY_TYPE: Property type,REGION: Region,FREQ: Frequency,TIME_PERIOD: Time Period,OBS_VALUE,UNIT_MEASURE: Unit of Measure,OBS_STATUS: Observation Status,OBS_COMMENT: Observation Comment
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,3: Residential property,3GBRI: Greater Brisbane,Q: Quarterly,2019-Q3,0.7,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,3: Residential property,3GBRI: Greater Brisbane,Q: Quarterly,2019-Q4,1.8,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,3: Residential property,3GBRI: Greater Brisbane,Q: Quarterly,2020-Q1,0.6,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,3: Residential property,3GBRI: Greater Brisbane,Q: Quarterly,2020-Q2,-0.9,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,3: Residential property,3GBRI: Greater Brisbane,Q: Quarterly,2020-Q3,1.5,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,3: Residential property,3GBRI: Greater Brisbane,Q: Quarterly,2020-Q4,2.7,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,3: Residential property,3GBRI: Greater Brisbane,Q: Quarterly,2021-Q1,4,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,7GDAR: Greater Darwin,Q: Quarterly,2008-Q1,-1.4,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,7GDAR: Greater Darwin,Q: Quarterly,2008-Q2,1.7,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,7GDAR: Greater Darwin,Q: Quarterly,2008-Q3,2.4,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,7GDAR: Greater Darwin,Q: Quarterly,2008-Q4,3.6,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,7GDAR: Greater Darwin,Q: Quarterly,2009-Q1,2.3,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,7GDAR: Greater Darwin,Q: Quarterly,2009-Q2,2.6,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,7GDAR: Greater Darwin,Q: Quarterly,2009-Q3,3.3,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,7GDAR: Greater Darwin,Q: Quarterly,2009-Q4,7.1,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,7GDAR: Greater Darwin,Q: Quarterly,2010-Q1,0.7,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,7GDAR: Greater Darwin,Q: Quarterly,2010-Q2,1.6,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,7GDAR: Greater Darwin,Q: Quarterly,2010-Q3,-0.6,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,7GDAR: Greater Darwin,Q: Quarterly,2010-Q4,0.6,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,7GDAR: Greater Darwin,Q: Quarterly,2011-Q1,-1.6,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,7GDAR: Greater Darwin,Q: Quarterly,2011-Q2,-3.1,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,7GDAR: Greater Darwin,Q: Quarterly,2011-Q3,0.6,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,7GDAR: Greater Darwin,Q: Quarterly,2011-Q4,1.7,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,7GDAR: Greater Darwin,Q: Quarterly,2012-Q1,4.4,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,7GDAR: Greater Darwin,Q: Quarterly,2012-Q2,2.5,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,7GDAR: Greater Darwin,Q: Quarterly,2012-Q3,0.4,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,7GDAR: Greater Darwin,Q: Quarterly,2012-Q4,3.5,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,7GDAR: Greater Darwin,Q: Quarterly,2013-Q1,0.7,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,7GDAR: Greater Darwin,Q: Quarterly,2013-Q2,1.2,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,7GDAR: Greater Darwin,Q: Quarterly,2013-Q3,0.5,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,7GDAR: Greater Darwin,Q: Quarterly,2013-Q4,2.4,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,7GDAR: Greater Darwin,Q: Quarterly,2014-Q1,0.8,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,7GDAR: Greater Darwin,Q: Quarterly,2014-Q2,0.6,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,7GDAR: Greater Darwin,Q: Quarterly,2014-Q3,-0.4,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,7GDAR: Greater Darwin,Q: Quarterly,2014-Q4,-0.8,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,7GDAR: Greater Darwin,Q: Quarterly,2015-Q1,-0.1,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,7GDAR: Greater Darwin,Q: Quarterly,2015-Q2,-0.5,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,7GDAR: Greater Darwin,Q: Quarterly,2015-Q3,-0.4,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,7GDAR: Greater Darwin,Q: Quarterly,2015-Q4,-1.9,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,7GDAR: Greater Darwin,Q: Quarterly,2016-Q1,-2.8,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,7GDAR: Greater Darwin,Q: Quarterly,2016-Q2,-1.9,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,7GDAR: Greater Darwin,Q: Quarterly,2016-Q3,-2.2,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,7GDAR: Greater Darwin,Q: Quarterly,2016-Q4,-1.2,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,7GDAR: Greater Darwin,Q: Quarterly,2017-Q1,-0.4,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,7GDAR: Greater Darwin,Q: Quarterly,2017-Q2,-1.1,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,7GDAR: Greater Darwin,Q: Quarterly,2017-Q3,-2.5,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,7GDAR: Greater Darwin,Q: Quarterly,2017-Q4,-1,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,7GDAR: Greater Darwin,Q: Quarterly,2018-Q1,-0.2,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,7GDAR: Greater Darwin,Q: Quarterly,2018-Q2,-0.7,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,7GDAR: Greater Darwin,Q: Quarterly,2018-Q3,0,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,7GDAR: Greater Darwin,Q: Quarterly,2018-Q4,0.1,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,7GDAR: Greater Darwin,Q: Quarterly,2019-Q1,-2,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,7GDAR: Greater Darwin,Q: Quarterly,2019-Q2,-1.5,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,7GDAR: Greater Darwin,Q: Quarterly,2019-Q3,-0.6,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,7GDAR: Greater Darwin,Q: Quarterly,2019-Q4,-0.8,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,7GDAR: Greater Darwin,Q: Quarterly,2020-Q1,0.8,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,7GDAR: Greater Darwin,Q: Quarterly,2020-Q2,-1.4,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,7GDAR: Greater Darwin,Q: Quarterly,2020-Q3,1,PCT: Percent,,"imputed
"
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,7GDAR: Greater Darwin,Q: Quarterly,2020-Q4,2.4,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,7GDAR: Greater Darwin,Q: Quarterly,2021-Q1,5.6,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,100: Weighted average of eight capital cities,Q: Quarterly,2008-Q1,0.7,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,100: Weighted average of eight capital cities,Q: Quarterly,2008-Q2,-0.9,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,100: Weighted average of eight capital cities,Q: Quarterly,2008-Q3,-2.5,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,100: Weighted average of eight capital cities,Q: Quarterly,2008-Q4,-1.4,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,100: Weighted average of eight capital cities,Q: Quarterly,2009-Q1,-0.8,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,100: Weighted average of eight capital cities,Q: Quarterly,2009-Q2,4.1,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,100: Weighted average of eight capital cities,Q: Quarterly,2009-Q3,4.4,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,100: Weighted average of eight capital cities,Q: Quarterly,2009-Q4,5.5,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,100: Weighted average of eight capital cities,Q: Quarterly,2010-Q1,3.5,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,100: Weighted average of eight capital cities,Q: Quarterly,2010-Q2,1.8,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,100: Weighted average of eight capital cities,Q: Quarterly,2010-Q3,-1.1,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,100: Weighted average of eight capital cities,Q: Quarterly,2010-Q4,0.5,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,100: Weighted average of eight capital cities,Q: Quarterly,2011-Q1,-1.1,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,100: Weighted average of eight capital cities,Q: Quarterly,2011-Q2,-1,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,100: Weighted average of eight capital cities,Q: Quarterly,2011-Q3,-1.9,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,100: Weighted average of eight capital cities,Q: Quarterly,2011-Q4,-0.6,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,100: Weighted average of eight capital cities,Q: Quarterly,2012-Q1,0,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,100: Weighted average of eight capital cities,Q: Quarterly,2012-Q2,0.6,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,100: Weighted average of eight capital cities,Q: Quarterly,2012-Q3,-0.2,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,100: Weighted average of eight capital cities,Q: Quarterly,2012-Q4,2.2,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,100: Weighted average of eight capital cities,Q: Quarterly,2013-Q1,0.8,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,100: Weighted average of eight capital cities,Q: Quarterly,2013-Q2,2.4,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,100: Weighted average of eight capital cities,Q: Quarterly,2013-Q3,2.7,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,100: Weighted average of eight capital cities,Q: Quarterly,2013-Q4,4.2,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,100: Weighted average of eight capital cities,Q: Quarterly,2014-Q1,1.2,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,100: Weighted average of eight capital cities,Q: Quarterly,2014-Q2,2.1,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,100: Weighted average of eight capital cities,Q: Quarterly,2014-Q3,1.4,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,100: Weighted average of eight capital cities,Q: Quarterly,2014-Q4,2.1,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,100: Weighted average of eight capital cities,Q: Quarterly,2015-Q1,1.7,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,100: Weighted average of eight capital cities,Q: Quarterly,2015-Q2,5,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,100: Weighted average of eight capital cities,Q: Quarterly,2015-Q3,2.2,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,100: Weighted average of eight capital cities,Q: Quarterly,2015-Q4,0.2,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,100: Weighted average of eight capital cities,Q: Quarterly,2016-Q1,0,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,100: Weighted average of eight capital cities,Q: Quarterly,2016-Q2,2.3,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,100: Weighted average of eight capital cities,Q: Quarterly,2016-Q3,1.6,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,100: Weighted average of eight capital cities,Q: Quarterly,2016-Q4,4.7,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,100: Weighted average of eight capital cities,Q: Quarterly,2017-Q1,2.4,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,100: Weighted average of eight capital cities,Q: Quarterly,2017-Q2,1.9,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,100: Weighted average of eight capital cities,Q: Quarterly,2017-Q3,0,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,100: Weighted average of eight capital cities,Q: Quarterly,2017-Q4,1.1,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,100: Weighted average of eight capital cities,Q: Quarterly,2018-Q1,-0.8,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,100: Weighted average of eight capital cities,Q: Quarterly,2018-Q2,-0.6,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,100: Weighted average of eight capital cities,Q: Quarterly,2018-Q3,-1.7,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,100: Weighted average of eight capital cities,Q: Quarterly,2018-Q4,-2.6,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,100: Weighted average of eight capital cities,Q: Quarterly,2019-Q1,-3.1,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,100: Weighted average of eight capital cities,Q: Quarterly,2019-Q2,-0.6,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,100: Weighted average of eight capital cities,Q: Quarterly,2019-Q3,2.5,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,100: Weighted average of eight capital cities,Q: Quarterly,2019-Q4,4.2,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,100: Weighted average of eight capital cities,Q: Quarterly,2020-Q1,2,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,100: Weighted average of eight capital cities,Q: Quarterly,2020-Q2,-2.1,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,100: Weighted average of eight capital cities,Q: Quarterly,2020-Q3,1,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,100: Weighted average of eight capital cities,Q: Quarterly,2020-Q4,3.5,PCT: Percent,,
ABS:RPPI(1.0.0),2: Percentage Change from Previous Period,2: Established houses,100: Weighted average of eight capital cities,Q: Quarterly,2021-Q1,6.4,PCT: Percent,,
ABS:RPPI(1.0.0),3: Percentage Change from Corresponding Quarter of the Previous Year,3: Residential property,6GHOB: Greater Hobart,Q: Quarterly,2008-Q1,6.1,PCT: Percent,,
ABS:RPPI(1.0.0),3: Percentage Change from Corresponding Quarter of the Previous Year,3: Residential property,6GHOB: Greater Hobart,Q: Quarterly,2008-Q2,6.3,PCT: Percent,,
ABS:RPPI(1.0.0),3: Percentage Change from Corresponding Quarter of the Previous Year,3: Residential property,6GHOB: Greater Hobart,Q: Quarterly,2008-Q3,1.1,PCT: Percent,,
ABS:RPPI(1.0.0),3: Percentage Change from Corresponding Quarter of the Previous Year,3: Residential property,6GHOB: Greater Hobart,Q: Quarterly,2008-Q4,-2.2,PCT: Percent,,
ABS:RPPI(1.0.0),3: Percentage Change from Corresponding Quarter of the Previous Year,3: Residential property,6GHOB: Greater Hobart,Q: Quarterly,2009-Q1,-0.5,PCT: Percent,,
ABS:RPPI(1.0.0),3: Percentage Change from Corresponding Quarter of the Previous Year,3: Residential property,6GHOB: Greater Hobart,Q: Quarterly,2009-Q2,1.3,PCT: Percent,,
ABS:RPPI(1.0.0),3: Percentage Change from Corresponding Quarter of the Previous Year,3: Residential property,6GHOB: Greater Hobart,Q: Quarterly,2009-Q3,5.7,PCT: Percent,,
ABS:RPPI(1.0.0),3: Percentage Change from Corresponding Quarter of the Previous Year,3: Residential property,6GHOB: Greater Hobart,Q: Quarterly,2009-Q4,11,PCT: Percent,,
ABS:RPPI(1.0.0),3: Percentage Change from Corresponding Quarter of the Previous Year,3: Residential property,6GHOB: Greater Hobart,Q: Quarterly,2010-Q1,13.4,PCT: Percent,,
ABS:RPPI(1.0.0),3: Percentage Change from Corresponding Quarter of the Previous Year,3: Residential property,6GHOB: Greater Hobart,Q: Quarterly,2010-Q2,7.5,PCT: Percent,,
ABS:RPPI(1.0.0),3: Percentage Change from Corresponding Quarter of the Previous Year,3: Residential property,6GHOB: Greater Hobart,Q: Quarterly,2010-Q3,5,PCT: Percent,,
ABS:RPPI(1.0.0),3: Percentage Change from Corresponding Quarter of the Previous Year,3: Residential property,6GHOB: Greater Hobart,Q: Quarterly,2010-Q4,2.3,PCT: Percent,,
ABS:RPPI(1.0.0),3: Percentage Change from Corresponding Quarter of the Previous Year,3: Residential property,6GHOB: Greater Hobart,Q: Quarterly,2011-Q1,0,PCT: Percent,,
ABS:RPPI(1.0.0),3: Percentage Change from Corresponding Quarter of the Previous Year,3: Residential property,6GHOB: Greater Hobart,Q: Quarterly,2011-Q2,-0.7,PCT: Percent,,
ABS:RPPI(1.0.0),3: Percentage Change from Corresponding Quarter of the Previous Year,3: Residential property,6GHOB: Greater Hobart,Q: Quarterly,2011-Q3,-2.8,PCT: Percent,,
ABS:RPPI(1.0.0),3: Percentage Change from Corresponding Quarter of the Previous Year,3: Residential property,6GHOB: Greater Hobart,Q: Quarterly,2011-Q4,-4.4,PCT: Percent,,
ABS:RPPI(1.0.0),3: Percentage Change from Corresponding Quarter of the Previous Year,3: Residential property,6GHOB: Greater Hobart,Q: Quarterly,2012-Q1,-6.1,PCT: Percent,,
ABS:RPPI(1.0.0),3: Percentage Change from Corresponding Quarter of the Previous Year,3: Residential property,6GHOB: Greater Hobart,Q: Quarterly,2012-Q2,-4.6,PCT: Percent,,
ABS:RPPI(1.0.0),3: Percentage Change from Corresponding Quarter of the Previous Year,3: Residential property,6GHOB: Greater Hobart,Q: Quarterly,2012-Q3,-2.5,PCT: Percent,,
ABS:RPPI(1.0.0),3: Percentage Change from Corresponding Quarter of the Previous Year,3: Residential property,6GHOB: Greater Hobart,Q: Quarterly,2012-Q4,-3.4,PCT: Percent,,
ABS:RPPI(1.0.0),3: Percentage Change from Corresponding Quarter of the Previous Year,3: Residential property,6GHOB: Greater Hobart,Q: Quarterly,2013-Q1,0.6,PCT: Percent,,
ABS:RPPI(1.0.0),3: Percentage Change from Corresponding Quarter of the Previous Year,3: Residential property,6GHOB: Greater Hobart,Q: Quarterly,2013-Q2,1.8,PCT: Percent,,
ABS:RPPI(1.0.0),3: Percentage Change from Corresponding Quarter of the Previous Year,3: Residential property,6GHOB: Greater Hobart,Q: Quarterly,2013-Q3,3,PCT: Percent,,
ABS:RPPI(1.0.0),3: Percentage Change from Corresponding Quarter of the Previous Year,3: Residential property,6GHOB: Greater Hobart,Q: Quarterly,2013-Q4,5,PCT: Percent,,
ABS:RPPI(1.0.0),3: Percentage Change from Corresponding Quarter of the Previous Year,3: Residential property,6GHOB: Greater Hobart,Q: Quarterly,2014-Q1,3.7,PCT: Percent,,
ABS:RPPI(1.0.0),3: Percentage Change from Corresponding Quarter of the Previous Year,3: Residential property,6GHOB: Greater Hobart,Q: Quarterly,2014-Q2,4.1,PCT: Percent,,
ABS:RPPI(1.0.0),3: Percentage Change from Corresponding Quarter of the Previous Year,3: Residential property,6GHOB: Greater Hobart,Q: Quarterly,2014-Q3,3.4,PCT: Percent,,
ABS:RPPI(1.0.0),3: Percentage Change from Corresponding Quarter of the Previous Year,3: Residential property,6GHOB: Greater Hobart,Q: Quarterly,2014-Q4,1.8,PCT: Percent,,
ABS:RPPI(1.0.0),3: Percentage Change from Corresponding Quarter of the Previous Year,3: Residential property,6GHOB: Greater Hobart,Q: Quarterly,2015-Q1,1.9,PCT: Percent,,
ABS:RPPI(1.0.0),3: Percentage Change from Corresponding Quarter of the Previous Year,3: Residential property,6GHOB: Greater Hobart,Q: Quarterly,2015-Q2,1.5,PCT: Percent,,
ABS:RPPI(1.0.0),3: Percentage Change from Corresponding Quarter of the Previous Year,3: Residential property,6GHOB: Greater Hobart,Q: Quarterly,2015-Q3,1.7,PCT: Percent,,
ABS:RPPI(1.0.0),3: Percentage Change from Corresponding Quarter of the Previous Year,3: Residential property,6GHOB: Greater Hobart,Q: Quarterly,2015-Q4,3.5,PCT: Percent,,
ABS:RPPI(1.0.0),3: Percentage Change from Corresponding Quarter of the Previous Year,3: Residential property,6GHOB: Greater Hobart,Q: Quarterly,2016-Q1,4.2,PCT: Percent,,
ABS:RPPI(1.0.0),3: Percentage Change from Corresponding Quarter of the Previous Year,3: Residential property,6GHOB: Greater Hobart,Q: Quarterly,2016-Q2,4.9,PCT: Percent,,
ABS:RPPI(1.0.0),3: Percentage Change from Corresponding Quarter of the Previous Year,3: Residential property,6GHOB: Greater Hobart,Q: Quarterly,2016-Q3,6.8,PCT: Percent,,
ABS:RPPI(1.0.0),3: Percentage Change from Corresponding Quarter of the Previous Year,3: Residential property,6GHOB: Greater Hobart,Q: Quarterly,2016-Q4,8.8,PCT: Percent,,
ABS:RPPI(1.0.0),3: Percentage Change from Corresponding Quarter of the Previous Year,3: Residential property,6GHOB: Greater Hobart,Q: Quarterly,2017-Q1,11.3,PCT: Percent,,
ABS:RPPI(1.0.0),3: Percentage Change from Corresponding Quarter of the Previous Year,3: Residential property,6GHOB: Greater Hobart,Q: Quarterly,2017-Q2,12.4,PCT: Percent,,
ABS:RPPI(1.0.0),3: Percentage Change from Corresponding Quarter of the Previous Year,3: Residential property,6GHOB: Greater Hobart,Q: Quarterly,2017-Q3,13.8,PCT: Percent,,
ABS:RPPI(1.0.0),3: Percentage Change from Corresponding Quarter of the Previous Year,3: Residential property,6GHOB: Greater Hobart,Q: Quarterly,2017-Q4,13.1,PCT: Percent,,
ABS:RPPI(1.0.0),3: Percentage Change from Corresponding Quarter of the Previous Year,3: Residential property,6GHOB: Greater Hobart,Q: Quarterly,2018-Q1,14.1,PCT: Percent,,
ABS:RPPI(1.0.0),3: Percentage Change from Corresponding Quarter of the Previous Year,3: Residential property,6GHOB: Greater Hobart,Q: Quarterly,2018-Q2,15.5,PCT: Percent,,
ABS:RPPI(1.0.0),3: Percentage Change from Corresponding Quarter of the Previous Year,3: Residential property,6GHOB: Greater Hobart,Q: Quarterly,2018-Q3,13,PCT: Percent,,
ABS:RPPI(1.0.0),3: Percentage Change from Corresponding Quarter of the Previous Year,3: Residential property,6GHOB: Greater Hobart,Q: Quarterly,2018-Q4,9.6,PCT: Percent,,
ABS:RPPI(1.0.0),3: Percentage Change from Corresponding Quarter of the Previous Year,3: Residential property,6GHOB: Greater Hobart,Q: Quarterly,2019-Q1,4.6,PCT: Percent,,
ABS:RPPI(1.0.0),3: Percentage Change from Corresponding Quarter of the Previous Year,3: Residential property,6GHOB: Greater Hobart,Q: Quarterly,2019-Q2,2,PCT: Percent,,
ABS:RPPI(1.0.0),3: Percentage Change from Corresponding Quarter of the Previous Year,3: Residential property,6GHOB: Greater Hobart,Q: Quarterly,2019-Q3,2.1,PCT: Percent,,
ABS:RPPI(1.0.0),3: Percentage Change from Corresponding Quarter of the Previous Year,3: Residential property,6GHOB: Greater Hobart,Q: Quarterly,2019-Q4,4.1,PCT: Percent,,
ABS:RPPI(1.0.0),3: Percentage Change from Corresponding Quarter of the Previous Year,3: Residential property,6GHOB: Greater Hobart,Q: Quarterly,2020-Q1,7,PCT: Percent,,
ABS:RPPI(1.0.0),3: Percentage Change from Corresponding Quarter of the Previous Year,3: Residential property,6GHOB: Greater Hobart,Q: Quarterly,2020-Q2,6.1,PCT: Percent,,
