DATAFLOW,MEASURE: Measure,REGION: Region,FREQ: Frequency,TIME_PERIOD: Time Period,OBS_VALUE,UNIT_MEASURE: Unit of Measure,UNIT_MULT: Unit of Multiplier,OBS_STATUS: Observation Status,OBS_COMMENT: Observation Comment
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,5RWAU: Rest of WA,Q: Quarterly,2014-Q2,366,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,5RWAU: Rest of WA,Q: Quarterly,2014-Q3,370,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,5RWAU: Rest of WA,Q: Quarterly,2014-Q4,380,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,5RWAU: Rest of WA,Q: Quarterly,2015-Q1,370,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,5RWAU: Rest of WA,Q: Quarterly,2015-Q2,355,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,5RWAU: Rest of WA,Q: Quarterly,2015-Q3,350,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,5RWAU: Rest of WA,Q: Quarterly,2015-Q4,350,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,5RWAU: Rest of WA,Q: Quarterly,2016-Q1,360.5,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,5RWAU: Rest of WA,Q: Quarterly,2016-Q2,330,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,5RWAU: Rest of WA,Q: Quarterly,2016-Q3,327.8,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,5RWAU: Rest of WA,Q: Quarterly,2016-Q4,345,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,5RWAU: Rest of WA,Q: Quarterly,2017-Q1,350,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,5RWAU: Rest of WA,Q: Quarterly,2017-Q2,327,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,5RWAU: Rest of WA,Q: Quarterly,2017-Q3,325,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,5RWAU: Rest of WA,Q: Quarterly,2017-Q4,340,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,5RWAU: Rest of WA,Q: Quarterly,2018-Q1,338,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,5RWAU: Rest of WA,Q: Quarterly,2018-Q2,310,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,5RWAU: Rest of WA,Q: Quarterly,2018-Q3,321.5,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,5RWAU: Rest of WA,Q: Quarterly,2018-Q4,320,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,5RWAU: Rest of WA,Q: Quarterly,2019-Q1,330,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,5RWAU: Rest of WA,Q: Quarterly,2019-Q2,320,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,5RWAU: Rest of WA,Q: Quarterly,2019-Q3,310,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,5RWAU: Rest of WA,Q: Quarterly,2019-Q4,337.8,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,5RWAU: Rest of WA,Q: Quarterly,2020-Q1,337,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,5RWAU: Rest of WA,Q: Quarterly,2020-Q2,327,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,5RWAU: Rest of WA,Q: Quarterly,2020-Q3,365,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,5RWAU: Rest of WA,Q: Quarterly,2020-Q4,382,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,5RWAU: Rest of WA,Q: Quarterly,2021-Q1,405,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2008-Q1,8405,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2008-Q2,6616,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2008-Q3,7103,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2008-Q4,6938,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2009-Q1,9329,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2009-Q2,8806,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2009-Q3,9068,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2009-Q4,7844,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2010-Q1,7640,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2010-Q2,6869,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2010-Q3,6930,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2010-Q4,6385,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2011-Q1,5874,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2011-Q2,5954,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2011-Q3,6615,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2011-Q4,6447,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2012-Q1,6811,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2012-Q2,6179,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2012-Q3,7809,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2012-Q4,7515,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2013-Q1,7588,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2013-Q2,8342,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2013-Q3,9131,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2013-Q4,9466,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2014-Q1,9595,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2014-Q2,9212,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2014-Q3,9747,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2014-Q4,9365,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2015-Q1,9498,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2015-Q2,10231,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2015-Q3,10729,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2015-Q4,9829,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2016-Q1,9405,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2016-Q2,9625,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2016-Q3,9588,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2016-Q4,9476,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2017-Q1,9089,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2017-Q2,8951,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2017-Q3,8971,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2017-Q4,9006,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2018-Q1,8475,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2018-Q2,8497,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2018-Q3,8337,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2018-Q4,7867,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2019-Q1,7380,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2019-Q2,7514,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2019-Q3,8520,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2019-Q4,8429,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2020-Q1,7605,NUM: Number,0: Units,r: revised,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2020-Q2,6915,NUM: Number,0: Units,r: revised,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2020-Q3,10016,NUM: Number,0: Units,r: revised,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2020-Q4,10804,NUM: Number,0: Units,r: revised,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,3GBRI: Greater Brisbane,Q: Quarterly,2021-Q1,10654,NUM: Number,0: Units,r: revised,
ABS:RES_DWELL(1.0.0),2: Number of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2008-Q1,7886,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),2: Number of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2008-Q2,8465,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),2: Number of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2008-Q3,7748,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),2: Number of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2008-Q4,7470,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),2: Number of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2009-Q1,7684,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),2: Number of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2009-Q2,9685,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),2: Number of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2009-Q3,11517,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),2: Number of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2009-Q4,9724,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),2: Number of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2010-Q1,9015,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),2: Number of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2010-Q2,9884,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),2: Number of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2010-Q3,9544,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),2: Number of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2010-Q4,7410,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),2: Number of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2011-Q1,5680,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),2: Number of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2011-Q2,7118,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),2: Number of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2011-Q3,6375,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),2: Number of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2011-Q4,6840,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),2: Number of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2012-Q1,5399,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),2: Number of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2012-Q2,6314,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),2: Number of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2012-Q3,6167,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),2: Number of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2012-Q4,6785,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),2: Number of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2013-Q1,5978,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),2: Number of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2013-Q2,7411,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),2: Number of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2013-Q3,6987,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),2: Number of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2013-Q4,7967,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),2: Number of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2014-Q1,10203,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),2: Number of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2014-Q2,12328,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),2: Number of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2014-Q3,11956,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),2: Number of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2014-Q4,11872,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),2: Number of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2015-Q1,10877,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),2: Number of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2015-Q2,15487,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),2: Number of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2015-Q3,11607,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),2: Number of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2015-Q4,11064,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),2: Number of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2016-Q1,8187,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),2: Number of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2016-Q2,10671,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),2: Number of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2016-Q3,9634,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),2: Number of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2016-Q4,10814,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),2: Number of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2017-Q1,9116,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),2: Number of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2017-Q2,12623,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),2: Number of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2017-Q3,10153,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),2: Number of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2017-Q4,10399,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),2: Number of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2018-Q1,8689,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),2: Number of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2018-Q2,11413,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),2: Number of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2018-Q3,9080,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),2: Number of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2018-Q4,8497,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),2: Number of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2019-Q1,7512,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),2: Number of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2019-Q2,9095,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),2: Number of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2019-Q3,9594,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),2: Number of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2019-Q4,11399,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),2: Number of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2020-Q1,8764,NUM: Number,0: Units,r: revised,
ABS:RES_DWELL(1.0.0),2: Number of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2020-Q2,7391,NUM: Number,0: Units,r: revised,
ABS:RES_DWELL(1.0.0),2: Number of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2020-Q3,5262,NUM: Number,0: Units,r: revised,
ABS:RES_DWELL(1.0.0),2: Number of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2020-Q4,11281,NUM: Number,0: Units,r: revised,
ABS:RES_DWELL(1.0.0),2: Number of Attached Dwelling Transfers,2GMEL: Greater Melbourne,Q: Quarterly,2021-Q1,10463,NUM: Number,0: Units,r: revised,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,1GSYD: Greater Sydney,Q: Quarterly,2008-Q1,495,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,1GSYD: Greater Sydney,Q: Quarterly,2008-Q2,517,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,1GSYD: Greater Sydney,Q: Quarterly,2008-Q3,482,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,1GSYD: Greater Sydney,Q: Quarterly,2008-Q4,468,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,1GSYD: Greater Sydney,Q: Quarterly,2009-Q1,448,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,1GSYD: Greater Sydney,Q: Quarterly,2009-Q2,490,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,1GSYD: Greater Sydney,Q: Quarterly,2009-Q3,500,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,1GSYD: Greater Sydney,Q: Quarterly,2009-Q4,595,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,1GSYD: Greater Sydney,Q: Quarterly,2010-Q1,583,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,1GSYD: Greater Sydney,Q: Quarterly,2010-Q2,612.5,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,1GSYD: Greater Sydney,Q: Quarterly,2010-Q3,598,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,1GSYD: Greater Sydney,Q: Quarterly,2010-Q4,620,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,1GSYD: Greater Sydney,Q: Quarterly,2011-Q1,575,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,1GSYD: Greater Sydney,Q: Quarterly,2011-Q2,592,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,1GSYD: Greater Sydney,Q: Quarterly,2011-Q3,567,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,1GSYD: Greater Sydney,Q: Quarterly,2011-Q4,533,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,1GSYD: Greater Sydney,Q: Quarterly,2012-Q1,607.5,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,1GSYD: Greater Sydney,Q: Quarterly,2012-Q2,600,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,1GSYD: Greater Sydney,Q: Quarterly,2012-Q3,585,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,1GSYD: Greater Sydney,Q: Quarterly,2012-Q4,640,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,1GSYD: Greater Sydney,Q: Quarterly,2013-Q1,615,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,1GSYD: Greater Sydney,Q: Quarterly,2013-Q2,650,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,1GSYD: Greater Sydney,Q: Quarterly,2013-Q3,670,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,1GSYD: Greater Sydney,Q: Quarterly,2013-Q4,745,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,1GSYD: Greater Sydney,Q: Quarterly,2014-Q1,680,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,1GSYD: Greater Sydney,Q: Quarterly,2014-Q2,728,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,1GSYD: Greater Sydney,Q: Quarterly,2014-Q3,730,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,1GSYD: Greater Sydney,Q: Quarterly,2014-Q4,816,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,1GSYD: Greater Sydney,Q: Quarterly,2015-Q1,792.5,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,1GSYD: Greater Sydney,Q: Quarterly,2015-Q2,860,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,1GSYD: Greater Sydney,Q: Quarterly,2015-Q3,888.2,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,1GSYD: Greater Sydney,Q: Quarterly,2015-Q4,915,AUD: Australian Dollars,3: Thousands,,
